episode_link,wiki_url,description,genres,age_rating,release_date,directors,writers,cast,tags,character_names,synopsis_with_character_names
https://www.imdb.com/title/tt7420704/?ref_=ttep_ep12,,,,,,,,,,,
https://www.imdb.com/title/tt7420698/?ref_=ttep_ep13,,"With playoffs and mid-terms looming, Spencer makes a surprising discovery about his father; Coop desperately wants to bring down her enemies.",[],TV-14,Release date,['Salli Richardson-Whitfield'],"['', '', '']",[],"['night school', 'essay', 'reference to deion sanders', 'urban planning', 'playoffs', 'bbq', 'laundry mat', 'reference to flint michigan water crisis', 'reference to the trojan horse', ""reference to dwayne the 'rock' johnson""]",[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt9256640/?ref_=ttep_ep14,,"Spencer wants no part of his father's return, with Billy confronting him about their tumultuous past; Leila forces Asher to re-evaluate his life.",[],TV-PG,Release date,['Geoffrey Wing Shotz'],"['', '', '']",[],"['father son relationship', 'time jump', 'waking up from a nightmare', 'almond milk', ""children's party"", 'birthday party', 'newspaper', 'reference to the vietnam war', 'home robbery', 'mother son relationship', 'grandfather grandson relationship', 'reference to the watts riots']",[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt9256642/?ref_=ttep_ep15,,,,,,,,,,,
https://www.imdb.com/title/tt9256644/?ref_=ttep_ep16,,Spencer suffers a devastating setback; Billy must face tough truths in order to get his family back.,[],TV-PG,Release date,['David McWhirter'],"['', '', '']",[],"['championship game', 'father son relationship', 'pep rally', 'civic pride', 'football injury', 'under arrest', 'father daughter relationship', 'blocked field goal', 'childhood flashback', 'reference to tiffany haddish', 'reference to michael jordan', 'season finale']",[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt0108214/?ref_=ttep_ep1,,"When the troubled Commander Sisko takes command of a surrendered space station, he learns that it borders a unique stable wormhole.",[],TV-PG,Release date,['David Carson'],"['', '', '']",[],"['space station', 'wormhole', 'tv series pilot', 'jean luc picard character', ""miles o'brien character"", 'benjamin sisko character', 'kira nerys character', 'julian bashir character', 'jadzia dax character', 'dukat character', 'borg cube', 'jake sisko character', 'quark character', 'odo character', 'character from another series', 'escape pod', 'star trek', '24th century', 'time', 'spirituality', 'loss of wife', 'father son relationship', 'religion', 'death of wife', 'sequel', 'vulcan starship captain', 'blue skinned alien', 'nog character', 'morn character', 'earthman', 'weapon', 'federation captain', 'frenchman', 'starfleet commander', 'u.s.s. enterprise ncc 1701 d', 'captain', 'earthling', 'observation lounge', 'conference table', 'starship captain', 'terran', 'male commander', 'u.s.s. enterprise', 'starfleet captain', 'galaxy class starship', 'ferengi', 'type 2 phaser', 'male captain', 'federation starship', 'humanoid alien']",[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt0708576/?ref_=ttep_ep3,,"Tahna Los, a former Bajoran terrorist during the Occupation, asks Sisko for asylum on DS9. Meanwhile, the station's last Cardassian inhabitant, Garak, possibly a former spy for the Cardassian government, proves an interesting mystery to Dr. Bashir.",[],TV-PG,Release date,['Winrich Kolbe'],"['', '', '']",[],"['bajoran', 'suspected terrorist', 'tailor', 'terrorist plot', 'bomb', 'kira nerys character', 'lursa character', ""b'etor character"", 'deep space nine', 'julian bashir character', 'male doctor', 'elim garak character', 'male cardassian', 'turbolift', 'operations center', ""miles o'brien character"", 'female major', 'jadzia dax character', 'female science officer', 'starfleet lieutenant', 'benjamin sisko character', 'starfleet commander', 'viewscreen', 'cardassian warship', 'scout ship', 'infirmary', 'female starfleet admiral', 'female klingon', 'odo character', 'male shapeshifter', 'alien bar', 'morn character', 'rat', 'tailor shop', 'runabout', 'warp speed', 'starship decloaking', 'klingon bird of prey', 'type 2 phaser', 'wormhole', 'handcuffed', 'crossover', 'star trek', 'friend', 'living in space', 'space station', 'space', 'future technologies', 'future', 'federation starbase']",[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt0708494/?ref_=ttep_ep4,,"Ibudan, a criminal Odo has dealt with before, returns to DS9 only to be murdered shortly after - leaving Odo to be the prime suspect. Jake and Nog's trouble-making prompt Keiko to do something helpful for the station's children.",[],TV-PG,Release date,['Paul Lynch'],"['', '', '']",[],"['murder investigation', 'framed for murder', 'new school', 'odo character', ""keiko o'brien character"", 'relieved of duty', 'school bell', 'angry mob', 'alien clone', 'unmasking', 'female schoolteacher', 'school', 'prank', 'murder', 'clone', 'jadzia dax character', 'female science officer', 'starfleet lieutenant', 'julian bashir character', 'male doctor', 'brain teaser', 'benjamin sisko character', 'starfleet commander', 'deep space nine', 'alien bar', 'male shapeshifter', 'chief of security', 'quark character', 'male ferengi', 'alien bartender', ""miles o'brien character"", 'husband wife argument', 'male bajoran', 'jake sisko character', 'nog character', 'practical joke', 'kira nerys character', 'female bajoran', 'female major', 'alien freighter', 'rom character', 'infirmary', 'morn character', 'late for school', 'friend', 'space', 'star trek', 'living in space', 'space station', 'future technologies']",[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt0708501/?ref_=ttep_ep5,,"The crew and civilian population of Deep Space Nine begin to speak gibberish when a plague - an 'aphasia virus' - engineered by the Bajorans as a weapon against the Cardassians, accidentally gets released into the station's atmosphere.",[],TV-PG,Release date,['Paul Lynch'],"['', '', '']",[],"['virus', 'aphasia', 'contagion', 'speech', 'quarantine', 'language', ""miles o'brien character"", 'jadzia dax character', 'kira nerys character', 'benjamin sisko character', 'odo character', 'quark character', 'julian bashir character', 'jake sisko character', 'genetically engineered virus', 'deep space nine', 'star trek', 'living in space', 'space station', 'friend', 'space', 'future technologies', 'federation starbase', 'future', 'sequel', 'alien', 'united federation of planets', 'federation captain', 'alien human collaboration', 'bipedal alien', '24th century', 'antidote', 'morn character']",[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt0708513/?ref_=ttep_ep6,,For the first time an alien comes from the other side of the wormhole. He has ship trouble and seems very reluctant to accept any help. Chief O'Brien quickly finds out he has a secret.,[],TV-PG,Release date,['Corey Allen'],"['', '', '']",[],"[""miles o'brien character"", 'hunt', 'benjamin sisko character', 'jadzia dax character', 'kira nerys character', 'julian bashir character', 'quark character', 'morn character', 'odo character', 'deep space nine', 'starfleet commander', 'two word episode title', 'male commander', 'star trek', 'space station', 'living in space', 'space', 'friend', 'future technologies', 'future', 'federation starbase', 'sequel', 'united federation of planets', 'alien', 'alien human collaboration', 'federation captain', 'bipedal alien', '24th century', 'first contact', 'asylum', 'sexual harassment']",[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
